step,body,x,y,z
19540,Sun,396389.1746272808,5844279.301434249,0
19540,Earth,17580899475.282887,148489449876.59756,0
19550,Sun,399589.0232365145,5847132.930922986,0
19550,Earth,16515176286.440641,148611116438.3695,0
19560,Sun,402791.42397394154,5850009.525284755,0
19560,Earth,15448603100.448914,148725134451.50452,0
19570,Sun,405996.2120457145,5852909.102434234,0
19570,Earth,14381234802.59952,148831497949.44293,0
19580,Sun,409203.2225308961,5855831.679103845,0
19580,Earth,13313126320.512085,148930201359.37982,0
19590,Sun,412412.2903899367,5858777.270842836,0
19590,Earth,12244332621.310497,149021239502.57217,0
19600,Sun,415623.2504731596,5861745.892016419,0
19600,Earth,11174908708.79705,149104607594.62564,0
19610,Sun,418835.9375292517,5864737.555804967,0
19610,Earth,10104909620.624414,149180301245.76077,0
19620,Sun,422050.1862137608,5867752.274203276,0
19620,Earth,9034390425.46557,149248316461.05945,0
19630,Sun,425265.83109759906,5870790.05801989,0
19630,Earth,7963406220.181851,149308649640.6906,0
19640,Sun,428482.70667555096,5873850.916876478,0
19640,Earth,6892012126.989248,149361297580.11597,0
19650,Sun,431700.647374786,5876934.859207281,0
19650,Earth,5820263290.623124,149406257470.27536,0
19660,Sun,434919.4875633765,5880041.89225862,0
19660,Earth,4748214875.501463,149443526897.75162,0
19670,Sun,438139.0615588187,5883172.022088451,0
19670,Earth,3675922062.8868184,149473103844.91522,0
19680,Sun,441359.2036365576,5886325.25356601,0
19680,Earth,2603440048.0471163,149494986690.04874,0
19690,Sun,444579.74803851475,5889501.590371478,0
19690,Earth,1530824037.4154236,149509174207.4505,0
19700,Sun,447800.52898161823,5892701.034995749,0
19700,Earth,458129245.74885553,149515665567.51822,0
19710,Sun,451021.38066633604,5895923.588740231,0
19710,Earth,-614589106.7132325,149514460336.81235,0
19720,Sun,454242.1372852098,5899169.25171672,0
19720,Earth,-1687275797.0916376,149505558478.0988,0
19730,Sun,457462.63303139067,5902438.022847332,0
19730,Earth,-2759875602.710127,149488960350.37112,0
19740,Sun,460682.7021071755,5905729.899864499,0
19740,Earth,-3832333303.938543,149464666708.85278,0
19750,Sun,463902.1787325441,5909044.879311023,0
19750,Earth,-4904593687.03604,149432678704.97855,0
19760,Sun,467120.89715369587,5912382.9565401925,0
19760,Earth,-5976601546.994314,149392997886.35577,0
19770,Sun,470338.69165158586,5915744.125715956,0
19770,Earth,-7048301690.380678,149345626196.70517,0
19780,Sun,473555.3965504609,5919128.379813169,0
19780,Earth,-8119638938.180834,149290565975.78122,0
19790,Sun,476770.84622639307,5922535.710617891,0
19790,Earth,-9190558128.641193,149227819959.272,0
19800,Sun,479984.87511581247,5925966.108727746,0
19800,Earth,-10261004120.11061,149157391278.67883,0
19810,Sun,483197.31772403716,5929419.563552346,0
19810,Earth,-11330921793.88135,149079283461.1754,0
19820,Sun,486408.00863380043,5932896.063313775,0
19820,Earth,-12400256057.029198,148993500429.44647,0
19830,Sun,489616.7825137752,5936395.595047137,0
19830,Earth,-13468951845.252512,148900046501.50623,0
19840,Sun,492823.47412709496,5939918.14460116,0
19840,Earth,-14536954125.71011,148798926390.4963,0
19850,Sun,496027.9183398702,5943463.696638861,0
19850,Earth,-15604207899.857788,148690145204.4632,0
19860,Sun,499229.95012970123,5947032.234638285,0
19860,Earth,-16670658206.283424,148573708446.1155,0
19870,Sun,502429.40459418524,5950623.740893282,0
19870,Earth,-17736250123.540405,148449622012.56085,0
19880,Sun,505626.1169594186,5954238.196514369,0
19880,Earth,-18800928772.979313,148317892195.02203,0
19890,Sun,508819.92258849327,5957875.581429637,0
19890,Earth,-19864639321.577675,148178525678.5334,0
19900,Sun,512010.65698998683,5961535.874385729,0
19900,Earth,-20927326984.76768,148031529541.61636,0
19910,Sun,515198.1558264464,5965219.052948872,0
19910,Earth,-21988937029.261658,147876911255.93503,0
19920,Sun,518382.2549228648,5968925.093505966,0
19920,Earth,-23049414775.875206,147714678685.9311,0
19930,Sun,521562.79027514963,5972653.971265755,0
19930,Earth,-24108705602.347843,147544840088.4388,0
19940,Sun,524739.5980585845,5976405.660260035,0
19940,Earth,-25166754946.160957,147367404112.2794,0
19950,Sun,527912.5146362813,5980180.133344931,0
19950,Earth,-26223508307.353046,147182379797.83533,0
19960,Sun,531081.3765676249,5983977.362202242,0
19960,Earth,-27278911251.331905,146989776576.60425,0
19970,Sun,534246.0206167056,5987797.317340836,0
19970,Earth,-28332909411.68382,146789604270.7329,0
19980,Sun,537406.2837607468,5991639.968098113,0
19980,Earth,-29385448492.979477,146581873092.53052,0
19990,Sun,540562.0031985171,5995505.282641527,0
19990,Earth,-30436474273.576534,146366593643.96234,0
20000,Sun,543713.0163587368,5999393.227970165,0
20000,Earth,-31485932608.418606,146143776916.12265,0
20010,Sun,546859.1609084686,6003303.76991639,0
20010,Earth,-32533769431.830647,145913434288.6879,0
20020,Sun,550000.2747615011,6007236.873147544,0
20020,Earth,-33579930760.31047,145675577529.34967,0
20030,Sun,553136.1960867172,6011192.501167717,0
20030,Earth,-34624362695.316315,145430218793.2275,0
20040,Sun,556266.7633164524,6015170.616319556,0
20040,Earth,-35667011426.05033,145177370622.26163,0
20050,Sun,559391.8151548393,6019171.1797861615,0
20050,Earth,-36707823232.23779,144917045944.5858,0
20060,Sun,562511.1905861386,6023194.151593028,0
20060,Earth,-37746744486.90186,144649258073.87976,0
20070,Sun,565624.7288830567,6027239.490610042,0
20070,Earth,-38783721659.13394,144374020708.70236,0
20080,Sun,568732.2696150505,6031307.15455355,0
20080,Earth,-39818701316.85921,144091347931.8039,0
20090,Sun,571833.6526566154,6035397.099988484,0
20090,Earth,-40851630129.59743,143801254209.41928,0
20100,Sun,574928.7181955605,6039509.282330535,0
20100,Earth,-41882454871.21866,143503754390.54092,0
20110,Sun,578017.3067412671,6043643.65584841,0
20110,Earth,-42911122422.693985,143198863706.1719,0
20120,Sun,581099.2591329318,6047800.173666118,0
20120,Earth,-43937579774.84089,142886597768.5591,0
20130,Sun,584174.4165477934,6051978.787765345,0
20130,Earth,-44961774031.06325,142566972570.40695,0
20140,Sun,587242.6205093433,6056179.448987868,0
20140,Earth,-45983652410.085785,142240004484.07098,0
20150,Sun,590303.7128955182,6060402.107038033,0
20150,Earth,-47003162248.68283,141905710260.73193,0
20160,Sun,593357.5359468758,6064646.7104853,0
20160,Earth,-48020251004.40122,141564107029.55035,0
20170,Sun,596403.9322747531,6068913.206766838,0
20170,Earth,-49034866258.27728,141215212296.80103,0
20180,Sun,599442.7448694049,6073201.542190179,0
20180,Earth,-50046955717.547585,140859043944.9883,0
20190,Sun,602473.8171081244,6077511.661935938,0
20190,Earth,-51056467218.35356,140495620231.94183,0
20200,Sun,605496.9927633451,6081843.510060583,0
20200,Earth,-52063348728.43963,140124959789.89252,0
20210,Sun,608512.1160107217,6086197.029499271,0
20210,Earth,-53067548349.844795,139747081624.52927,0
20220,Sun,611519.0314371913,6090572.162068736,0
20220,Earth,-54069014321.58759,139362005114.03607,0
20230,Sun,614517.5840490155,6094968.848470238,0
20230,Earth,-55067695022.34418,138969750008.1102,0
20240,Sun,617507.6192797999,6099387.028292573,0
20240,Earth,-56063538973.119446,138570336426.9605,0
20250,Sun,620488.9829984924,6103826.640015135,0
20250,Earth,-57056494839.91103,138163784860.28683,0
20260,Sun,623461.5215173609,6108287.6210110355,0
20260,Earth,-58046511436.3661,137750116166.23996,0
20270,Sun,626425.0815999482,6112769.90755029,0
20270,Earth,-59033537726.430695,137329351570.36269,0
20280,Sun,629379.510469003,6117273.434803053,0
20280,Earth,-60017522826.99164,136901512664.51146,0
20290,Sun,632324.6558143903,6121798.136842907,0
20290,Earth,-60998416010.51068,136466621405.75917,0
20300,Sun,635260.365800977,6126343.946650222,0
20300,Earth,-61976166707.650856,136024700115.27872,0
20310,Sun,638186.4890764932,6130910.79611556,0
20310,Earth,-62950724509.89497,135575771477.20786,0
20320,Sun,641102.8747793703,6135498.616043145,0
20320,Earth,-63922039172.15594,135119858537.49503,0
20330,Sun,644009.3725465534,6140107.336154374,0
20330,Earth,-64890060615.378845,134656984702.72633,0
20340,Sun,646905.8325212898,6144736.885091412,0
20340,Earth,-65854738929.134865,134187173738.93367,0
20350,Sun,649792.1053608911,6149387.190420811,0
20350,Earth,-66816024374.20638,133710449770.38428,0
20360,Sun,652668.0422444696,6154058.178637211,0
20360,Earth,-67773867385.163795,133226837278.35143,0
20370,Sun,655533.4948806482,6158749.7751670815,0
20370,Earth,-68728218572.93329,132736361099.86668,0
20380,Sun,658388.3155152446,6163461.904372524,0
20380,Earth,-69679028727.35591,132239046426.4535,0
20390,Sun,661232.3569389259,6168194.489555132,0
20390,Earth,-70626248819.73744,131734918802.8424,0
20400,Sun,664065.4724948396,6172947.4529599,0
20400,Earth,-71569830005.38922,131224004125.6677,0
20410,Sun,666887.5160862127,6177720.715779201,0
20410,Earth,-72509723626.15964,130706328642.14574,0
20420,Sun,669698.3421839246,6182514.198156802,0
20420,Earth,-73445881212.95615,130181918948.7352,0
20430,Sun,672497.8058340509,6187327.819191939,0
20430,Earth,-74378254488.25775,129650801989.77863,0
20440,Sun,675285.7626653782,6192161.496943459,0
20440,Earth,-75306795368.61774,129113005056.12643,0
20450,Sun,678062.0688968885,6197015.148433997,0
20450,Earth,-76231455967.15662,128568555783.7423,0
20460,Sun,680826.5813452147,6201888.689654223,0
20460,Earth,-77152188596.04495,128017482152.29079,0
20470,Sun,683579.157432066,6206782.035567135,0
20470,Earth,-78068945768.97644,127459812483.70705,0
20480,Sun,686319.6551916205,6211695.1001124075,0
20480,Earth,-78981680203.63042,126895575440.74847,0
20490,Sun,689047.9332778889,6216627.796210795,0
20490,Earth,-79890344824.12408,126324800025.52864,0
20500,Sun,691763.850972047,6221580.035768582,0
20500,Earth,-80794892763.45432,125747515578.03358,0
20510,Sun,694467.2681897328,6226551.729682098,0
20510,Earth,-81695277365.92873,125163751774.62033,0
20520,Sun,697158.0454883161,6231542.787842272,0
20520,Earth,-82591452189.58617,124573538626.49785,0
20530,Sun,699836.0440741319,6236553.119139251,0
20530,Earth,-83483371008.60623,123976906478.19054,0
20540,Sun,702501.1258096822,6241582.631467061,0
20540,Earth,-84370987815.70761,123373886005.98424,0
20550,Sun,705153.153220804,6246631.231728331,0
20550,Earth,-85254256824.53563,122764508216.35493,0
20560,Sun,707791.9895038037,6251698.825839056,0
20560,Earth,-86133132472.03836,122148804444.38017,0
20570,Sun,710417.4985325572,6256785.318733425,0
20570,Earth,-87007569420.83122,121526806352.13332,0
20580,Sun,713029.5448655759,6261890.614368686,0
20580,Earth,-87877522561.55023,120898545927.06056,0
20590,Sun,715627.993753036,6267014.615730079,0
20590,Earth,-88742947015.1936,120264055480.34117,0
20600,Sun,718212.7111437754,6272157.224835799,0
20600,Earth,-89603798135.45155,119623367645.23047,0
20610,Sun,720783.5636922518,6277318.342742039,0
20610,Earth,-90460031511.02415,118976515375.38629,0
20620,Sun,723340.4187654676,6282497.869548044,0
20620,Earth,-91311602967.92743,118323531943.17833,0
20630,Sun,725883.1444498559,6287695.704401256,0
20630,Earth,-92158468571.7868,117664450937.98106,0
20640,Sun,728411.6095581311,6292911.745502476,0
20640,Earth,-93000584630.11897,116999306264.44992,0
20650,Sun,730925.6836361026,6298145.890111098,0
20650,Earth,-93837907694.60078,116328132140.781,0
20660,Sun,733425.2369694494,6303398.03455038,0
20660,Earth,-94670394563.32603,115650963096.95433,0
20670,Sun,735910.1405904591,6308668.074212768,0
20670,Earth,-95498002283.04945,114967833972.96082,0
20680,Sun,738380.2662847257,6313955.903565267,0
20680,Earth,-96320688151.41797,114278779917.01294,0
20690,Sun,740835.4865978125,6319261.416154864,0
20690,Earth,-97138409719.18915,113583836383.73924,0
20700,Sun,743275.6748418722,6324584.504613999,0
20700,Earth,-97951124792.4367,112883039132.36285,0
20710,Sun,745700.7051022302,6329925.060666078,0
20710,Earth,-98758791434.74283,112176424224.86397,0
20720,Sun,748110.4522439281,6335282.975131037,0
20720,Earth,-99561367969.37732,111464028024.12645,0
20730,Sun,750504.7919182258,6340658.13793096,0
20730,Earth,-100358812981.46342,110745887192.06866,0
20740,Sun,752883.6005690646,6346050.438095735,0
20740,Earth,-101151085320.1303,110022038687.75871,0
20750,Sun,755246.7554394887,6351459.763768761,0
20750,Earth,-101938144100.6517,109292519765.51384,0
20760,Sun,757594.1345780267,6356886.002212697,0
20760,Earth,-102719948706.57126,108557367972.98466,0
20770,Sun,759925.6168450295,6362329.039815261,0
20770,Earth,-103496458791.81386,107816621149.22372,0
20780,Sun,762241.0819189702,6367788.762095084,0
20780,Earth,-104267634282.783,107070317422.73895,0
20790,Sun,764540.4103026976,6373265.053707588,0
20790,Earth,-105033435380.44444,106318495209.53181,0
20800,Sun,766823.4833296514,6378757.798450933,0
20800,Earth,-105793822562.39539,105561193211.12038,0
20810,Sun,769090.1831700307,6384266.879271987,0
20810,Earth,-106548756584.91965,104798450412.54747,0
20820,Sun,771340.3928369234,6389792.17827236,0
20820,Earth,-107298198485.02844,104030306080.37381,0
20830,Sun,773573.9961923889,6395333.576714466,0
20830,Earth,-108042109582.48672,103256799760.65651,0
20840,Sun,775790.8779534986,6400890.955027647,0
20840,Earth,-108780451481.82489,102477971276.91269,0
20850,Sun,777990.9236983331,6406464.192814323,0
20850,Earth,-109513186074.3359,101693860728.06877,0
20860,Sun,780174.0198719329,6412053.1688561905,0
20860,Earth,-110240275540.05765,100904508486.39507,0
20870,Sun,782340.0537922066,6417657.761120477,0
20870,Earth,-110961682349.74022,100109955195.42612,0
20880,Sun,784488.9136557925,6423277.846766221,0
20880,Earth,-111677369266.79857,99310241767.86674,0
20890,Sun,786620.4885438762,6428913.3021506015,0
20890,Earth,-112387299349.2498,98505409383.48402,0
20900,Sun,788734.6684279614,6434564.002835314,0
20900,Earth,-113091435951.63521,97695499486.98509,0
20910,Sun,790831.3441755957,6440229.823592978,0
20910,Earth,-113789742726.9273,96880553785.88097,0
20920,Sun,792910.4075560487,6445910.638413598,0
20920,Earth,-114482183628.42114,96060614248.3369,0
20930,Sun,794971.7512459462,6451606.320511056,0
20930,Earth,-115168722911.61044,95235723101.00862,0
20940,Sun,797015.2688348552,6457316.7423296515,0
20940,Earth,-115849325136.04778,94405922826.86513,0
20950,Sun,799040.8548308214,6463041.775550674,0
20950,Earth,-116523955167.1893,93571256162.9981,0
20960,Sun,801048.4046658629,6468781.291099027,0
20960,Earth,-117192578178.22363,92731766098.41782,0
20970,Sun,803037.8147014107,6474535.15914988,0
20970,Earth,-117855159651.88478,91887495871.83574,0
20980,Sun,805008.9822337058,6480303.24913537,0
20980,Earth,-118511665382.24904,91038488969.43416,0
20990,Sun,806961.8054991467,6486085.429751336,0
20990,Earth,-119162061476.51595,90184789122.62273,0
21000,Sun,808896.183679586,6491881.568964091,0
21000,Earth,-119806314356.77281,89326440305.782,0
21010,Sun,810812.0169075817,6497691.534017242,0
21010,Earth,-120444390761.74329,88463486733.99426,0
21020,Sun,812709.2062715966,6503515.19143853,0
21020,Earth,-121076257748.5192,87595972860.76175,0
21030,Sun,814587.6538211494,6509352.4070467325,0
21030,Earth,-121701882694.27617,86723943375.71207,0
21040,Sun,816447.262571916,6515203.045958581,0
21040,Earth,-122321233297.97249,85847443202.29147,0
21050,Sun,818287.9365107799,6521066.972595728,0
21050,Earth,-122934277582.03152,84966517495.44562,0
21060,Sun,820109.5806008346,6526944.05069174,0
21060,Earth,-123540983894.00723,84081211639.28824,0
21070,Sun,821912.1007863325,6532834.143299148,0
21070,Earth,-124141320908.23283,83191571244.75768,0
21080,Sun,823695.4039975851,6538737.112796509,0
21080,Earth,-124735257627.45273,82297642147.2615,0
21090,Sun,825459.3981558108,6544652.820895508,0
21090,Earth,-125322763384.43716,81399470404.30923,0
21100,Sun,827203.9921779329,6550581.128648118,0
21100,Earth,-125903807843.57996,80497102293.13348,0
21110,Sun,828929.0959813236,6556521.896453764,0
21110,Earth,-126478361002.47891,79590584308.2994,0
21120,Sun,830634.6204884998,6562474.984066539,0
21120,Earth,-127046393193.49924,78679963159.30255,0
21130,Sun,832320.4776317619,6568440.250602451,0
21130,Earth,-127607875085.31915,77765285768.15588,0
21140,Sun,833986.5803577852,6574417.5545467,0
21140,Earth,-128162777684.4585,76846599266.96504,0
21150,Sun,835632.8426321548,6580406.753760994,0
21150,Earth,-128711072336.78954,75923950995.49272,0
21160,Sun,837259.1794438498,6586407.7054908965,0
21160,Earth,-129252730729.0303,74997388498.71222,0
21170,Sun,838865.5068096749,6592420.266373193,0
21170,Earth,-129787724890.22018,74066959524.35008,0
21180,Sun,840451.7417786355,6598444.292443319,0
21180,Earth,-130316027193.17775,73132712020.41795,0
21190,Sun,842017.802436263,6604479.63914279,0
21190,Earth,-130837610355.9408,72194694132.73392,0
21200,Sun,843563.6079088837,6610526.1613266785,0
21200,Earth,-131352447443.1884,71252954202.43352,0
21210,Sun,845089.0783678353,6616583.713271117,0
21210,Earth,-131860511867.64494,70307540763.47028,0
21220,Sun,846594.1350336275,6622652.148680834,0
21220,Earth,-132361777391.4662,69358502540.10622,0
21230,Sun,848078.7001800501,6628731.320696725,0
21230,Earth,-132856218127.60727,68405888444.392235,0
21240,Sun,849542.6971382241,6634821.081903432,0
21240,Earth,-133343808541.17195,67449747573.63854,0
21250,Sun,850986.0503006001,6640921.284336984,0
21250,Earth,-133824523450.74431,66490129207.8754,0
21260,Sun,852408.6851249001,6647031.779492445,0
21260,Earth,-134298338029.70161,65527082807.30419,0
21270,Sun,853810.5281380041,6653152.418331589,0
21270,Earth,-134765227807.50876,64560658009.73893,0
21280,Sun,855191.506939782,6659283.051290619,0
21280,Earth,-135225168670.99438,63590904628.038414,0
21290,Sun,856551.5502068682,6665423.528287904,0
21290,Earth,-135678136865.60834,62617872647.5292,0
21300,Sun,857890.5876963817,6671573.698731737,0
21300,Earth,-136124108996.66035,61641612223.41936,0
21310,Sun,859208.5502495896,6677733.41152813,0
21310,Earth,-136563062030.54027,60662173678.20333,0
21320,Sun,860505.3697955135,6683902.515088641,0
21320,Earth,-136994973295.91917,59679607499.057945,0
21330,Sun,861780.9793544802,6690080.857338205,0
21330,Earth,-137419820484.93204,58693964335.22967,0
21340,Sun,863035.3130416151,6696268.285723013,0
21340,Earth,-137837581654.34125,57705294995.413414,0
21350,Sun,864268.306070279,6702464.647218404,0
21350,Earth,-138248235226.68097,56713650445.12277,0
21360,Sun,865479.8947554475,6708669.788336793,0
21360,Earth,-138651759991.38297,55719081804.05207,0
21370,Sun,866670.0165170328,6714883.555135602,0
21370,Earth,-139048135105.88284,54721640343.43029,0
21380,Sun,867838.6098831487,6721105.793225244,0
21380,Earth,-139437340096.7075,53721377483.3669,0
21390,Sun,868985.6144933179,6727336.347777106,0
21390,Earth,-139819354860.54312,52718344790.18984,0
21400,Sun,870110.9711016198,6733575.063531567,0
21400,Earth,-140194159665.28403,51712593973.77582,0
21410,Sun,871214.6215797832,6739821.784806039,0
21410,Earth,-140561735151.06207,50704176884.87294,0
21420,Sun,872296.5089202175,6746076.355503027,0
21420,Earth,-140922062331.257,49693145512.41605,0
21430,Sun,873356.5772389886,6752338.619118215,0
21430,Earth,-141275122593.48663,48679551980.834564,0
21440,Sun,874394.7717787337,6758608.418748558,0
21440,Earth,-141620897700.5786,47663448547.35326,0
21450,Sun,875411.0389115197,6764885.597100422,0
21450,Earth,-141959369791.5215,46644887599.28602,0
21460,Sun,876405.3261416402,6771169.996497724,0
21460,Earth,-142290521382.39716,45623921651.32274,0
21470,Sun,877377.5821083561,6777461.458890103,0
21470,Earth,-142614335367.29294,44600603342.80938,0
21480,Sun,878327.7565885754,6783759.825861098,0
21480,Earth,-142930795019.1945,43574985435.02157,0
21490,Sun,879255.8004994738,6790064.938636359,0
21490,Earth,-143239883990.85846,42547120808.43162,0
21500,Sun,880161.6659010578,6796376.6380918715,0
21500,Earth,-143541586315.66602,41517062459.969406,0
21510,Sun,881045.3059986646,6802694.7647622,0
21510,Earth,-143835886408.45578,40484863500.2769,0
21520,Sun,881906.6751454064,6809019.158848748,0
21520,Earth,-144122769066.3374,39450577150.95676,0
21530,Sun,882745.7288445509,6815349.660228031,0
21530,Earth,-144402219469.4851,38414256741.815186,0
21540,Sun,883562.4237518455,6821686.108459983,0
21540,Earth,-144674223181.91116,37375955708.09883,0
21550,Sun,884356.7176777781,6828028.342796267,0
21550,Earth,-144938766152.2193,36335727587.72622,0
21560,Sun,885128.5695897811,6834376.202188591,0
21560,Earth,-145195834714.33823,35293626018.51383,0
21570,Sun,885877.9396143717,6840729.525297074,0
21570,Earth,-145445415588.23492,34249704735.39677,0
21580,Sun,886604.7890392345,6847088.15049859,0
21580,Earth,-145687495880.60797,33204017567.644302,0
21590,Sun,887309.0803152411,6853451.915895152,0
21590,Earth,-145922063085.56067,32156618436.070503,0
21600,Sun,887990.7770584113,6859820.659322291,0
21600,Earth,-146149105085.25348,31107561350.239956,0
21610,Sun,888649.844051812,6866194.218357473,0
21610,Earth,-146368610150.53708,30056900405.66878,0
21620,Sun,889286.2472473955,6872572.430328511,0
21620,Earth,-146580566941.56445,29004689781.02118,0
21630,Sun,889899.9537677778,6878955.132321995,0
21630,Earth,-146784964508.38297,27950983735.30146,0
21640,Sun,890490.931907954,6885342.161191733,0
21640,Earth,-146981792291.50598,26895836605.041927,0
21650,Sun,891059.1511369547,6891733.353567214,0
21650,Earth,-147171040122.4642,25839302801.48659,0
21660,Sun,891604.5820994386,6898128.545862069,0
21660,Earth,-147352698224.3364,24781436807.770943,0
21670,Sun,892127.1966172268,6904527.574282556,0
21670,Earth,-147526757212.26013,23722293176.09794,0
21680,Sun,892626.9676907726,6910930.274836046,0
21680,Earth,-147693208093.92157,22661926524.910313,0
21690,Sun,893103.8695005717,6917336.483339524,0
21690,Earth,-147852042270.02512,21600391536.059376,0
21700,Sun,893557.8774085105,6923746.035428098,0
21700,Earth,-148003251534.7422,20537742951.9705,0
21710,Sun,893988.9679591527,6930158.766563531,0
21710,Earth,-148146828076.1398,19474035572.80532,0
21720,Sun,894397.1188809626,6936574.512042751,0
21720,Earth,-148282764476.58853,18409324253.62098,0
21730,Sun,894782.3090874704,6942993.1070064055,0
21730,Earth,-148411053713.14987,17343663901.526333,0
21740,Sun,895144.5186783714,6949414.386447401,0
21740,Earth,-148531689157.9427,16277109472.835564,0
21750,Sun,895483.7289405658,6955838.18521946,0
21750,Earth,-148644664578.4894,15209715970.219034,0
21760,Sun,895799.9223491359,6962264.33804568,0
21760,Earth,-148749974138.04163,14141538439.85179,0
21770,Sun,896093.0825682603,6968692.679527106,0
21770,Earth,-148847612395.88464,13072631968.559696,0
21780,Sun,896363.1944520682,6975123.044151302,0
21780,Earth,-148937574307.62183,12003051680.963472,0
21790,Sun,896610.2440454301,6981555.2663009325,0
21790,Earth,-149019855225.43777,10932852736.620684,0
21800,Sun,896834.2185846856,6987989.180262351,0
21800,Earth,-149094450898.34116,9862090327.165907,0
21810,Sun,897035.1064983106,6994424.620234195,0
21810,Earth,-149161357472.38663,8790819673.449188,0
21820,Sun,897212.8974075214,7000861.420335973,0
21820,Earth,-149220571490.8763,7719096022.672955,0
21830,Sun,897367.5821268171,7007299.414616673,0
21830,Earth,-149272089894.53995,6646974645.5275345,0
21840,Sun,897499.1526644587,7013738.437063365,0
21840,Earth,-149315910021.69485,5574510833.325426,0
21850,Sun,897607.6022228866,7020178.321609809,0
21850,Earth,-149352029608.38495,4501759895.134479,0
21860,Sun,897692.9251990758,7026618.902145063,0
21860,Earth,-149380446788.4988,3428777154.9101343,0
21870,Sun,897755.117184828,7033060.012522097,0
21870,Earth,-149401160093.8674,2355617948.6268826,0
21880,Sun,897794.1749670025,7039501.486566413,0
21880,Earth,-149414168454.34042,1282337621.4090695,0
21890,Sun,897810.0965276834,7045943.158084652,0
21890,Earth,-149419471197.84247,208991524.6612346,0
21900,Sun,897802.8810442853,7052384.86087322,0
21900,Earth,-149417068050.408,-864364986.8018945,0
21910,Sun,897772.5288895962,7058826.428726895,0
21910,Earth,-149406959136.19553,-1937676557.6255832,0
21920,Sun,897719.0416317579,7065267.695447455,0
21920,Earth,-149389144977.4814,-3010887834.7853007,0
21930,Sun,897642.422034184,7071708.494852296,0
21930,Earth,-149363626494.6324,-4083943470.456808,0
21940,Sun,897542.6740554164,7078148.660783041,0
21940,Earth,-149330405006.05753,-5156788124.885968,0
21950,Sun,897419.8028489171,7084588.027114158,0
21950,Earth,-149289482228.13943,-6229366469.258137,0
21960,Sun,897273.8147628009,7091026.427761574,0
21960,Earth,-149240860275.14462,-7301623188.56696,0
21970,Sun,897104.7173395022,7097463.696691291,0
21970,Earth,-149184541659.11298,-8373502984.482454,0
21980,Sun,896912.5193153822,7103899.667927989,0
21980,Earth,-149120529289.72678,-9444950578.218191,0
21990,Sun,896697.2306202725,7110334.17556363,0
21990,Earth,-149048826474.15857,-10515910713.397457,0
22000,Sun,896458.8623769559,7116767.053766067,0
22000,Earth,-148969436916.89868,-11586328158.918226,0
22010,Sun,896197.4269005867,7123198.136787641,0
22010,Earth,-148882364719.56134,-12656147711.816786,0
22020,Sun,895912.9376980463,7129627.258973766,0
22020,Earth,-148787614380.67108,-13725314200.12987,0
22030,Sun,895605.4094672393,7136054.254771531,0
22030,Earth,-148685190795.42743,-14793772485.75518,0
22040,Sun,895274.8580963245,7142478.958738269,0
22040,Earth,-148575099255.4493,-15861467467.310062,0
22050,Sun,894921.3006628867,7148901.205550148,0
22050,Earth,-148457345448.4989,-16928344082.98829,0
22060,Sun,894544.7554330438,7155320.8300107345,0
22060,Earth,-148331935458.18454,-17994347313.414722,0
22070,Sun,894145.2418604936,7161737.667059556,0
22070,Earth,-148198875763.64294,-19059422184.49772,0
22080,Sun,893722.7805854976,7168151.551780665,0
22080,Earth,-148058173239.20108,-20123513770.27916,0
22090,Sun,893277.3934338039,7174562.319411185,0
22090,Earth,-147909835154.0171,-21186567195.78193,0
22100,Sun,892809.1034155065,7180969.805349848,0
22100,Earth,-147753869171.70074,-22248527639.854668,0
22110,Sun,892317.9347238452,7187373.845165536,0
22110,Earth,-147590283349.9134,-23309340338.013714,0
22120,Sun,891803.9127339412,7193774.2746057995,0
22120,Earth,-147419086139.9471,-24368950585.282024,0
22130,Sun,891267.0640014729,7200170.929605374,0
22130,Earth,-147240286386.28345,-25427303739.024925,0
22140,Sun,890707.4162612887,7206563.646294679,0
22140,Earth,-147053893326.1317,-26484345221.782616,0
22150,Sun,890124.9984259598,7212952.261008321,0
22150,Earth,-146859916588.94662,-27540020524.09915,0
22160,Sun,889519.8405842698,7219336.610293571,0
22160,Earth,-146658366195.9256,-28594275207.3479,0
22170,Sun,888891.9739996444,7225716.530918837,0
22170,Earth,-146449252559.4855,-29647054906.553185,0
22180,Sun,888241.4311085186,7232091.859882127,0
22180,Earth,-146232586482.7191,-30698305333.208073,0
22190,Sun,887568.2455186446,7238462.434419494,0
22190,Earth,-146008379158.83093,-31747972278.08808,0
22200,Sun,886872.452007335,7244828.0920134755,0
22200,Earth,-145776642170.55313,-32796001614.060715,0
22210,Sun,886154.0865196494,7251188.670401511,0
22210,Earth,-145537387489.5405,-33842339298.890675,0
22220,Sun,885413.1861665163,7257544.007584358,0
22220,Earth,-145290627475.74588,-34886931378.040504,0
22230,Sun,884649.7892227974,7263893.941834479,0
22230,Earth,-145036374876.77454,-35929723987.46666,0
22240,Sun,883863.9351252882,7270238.31170443,0
22240,Earth,-144774642827.219,-36970663356.41076,0
22250,Sun,883055.6644706602,7276576.956035221,0
22250,Earth,-144505444847.9733,-38009695810.18592,0
22260,Sun,882225.019013341,7282909.713964671,0
22260,Earth,-144228794845.52725,-39046767772.95798,0
22270,Sun,881372.0416633359,7289236.424935735,0
