step,body,x,y,z
920,Sun,94395.1988579381,21075.08027725098,0
920,Earth,118161277540.44897,91719422877.5197,0
930,Sun,96379.2509766768,21758.730788162724,0
930,Earth,117500480543.76927,92563810167.17084,0
940,Sun,98381.43907469837,22456.668358589177,0
940,Earth,116833643282.05377,93403439090.88515,0
950,Sun,100401.66037129487,23169.022699422752,0
950,Earth,116160799986.85443,94238266447.89822,0
960,Sun,102439.81115836532,23895.9227835621,0
960,Earth,115481985198.59538,95068249283.23763,0
970,Sun,104495.78680569456,24637.496839285785,0
970,Earth,114797233764.81474,95893344889.92978,0
980,Sun,106569.4817662795,25393.87234366348,0
980,Earth,114106580838.39087,96713510811.19447,0
990,Sun,108660.78958170244,26165.176016004953,0
990,Earth,113410061875.75252,97528704842.62662,0
1000,Sun,110769.60288755102,26951.533811347188,0
1000,Earth,112707712635.07388,98338885034.36543,0
1010,Sun,112895.81341888472,27753.07091398,0
1010,Earth,111999569174.45387,99144009693.2508,0
1020,Sun,115039.31201574765,28569.911731010445,0
1020,Earth,111285667850.08005,99944037384.96655,0
1030,Sun,117199.98862872727,29402.179885966383,0
1030,Earth,110566045314.37737,100738926936.17094,0
1040,Sun,119377.73232455859,30249.998212439514,0
1040,Earth,109840738514.14151,101528637436.61382,0
1050,Sun,121572.43129177418,31113.488747768162,0
1050,Earth,109109784688.6573,102313128241.24065,0
1060,Sun,123783.9728463989,31992.772726760224,0
1060,Earth,108373221367.8019,103092358972.283,0
1070,Sun,126012.24343768971,32887.97057545654,0
1070,Earth,107631086370.1332,103866289521.33575,0
1080,Sun,128257.12865391998,33799.201904935035,0
1080,Earth,106883417800.9634,104634880051.42072,0
1090,Sun,130518.51322820804,34726.5855051559,0
1090,Earth,106130254050.4177,105398090999.03635,0
1100,Sun,132796.28104438982,35670.23933884817,0
1100,Earth,105371633791.47841,106155883076.1941,0
1110,Sun,135090.31514293503,36630.28053543812,0
1110,Earth,104607595978.01451,106908217272.44035,0
1120,Sun,137400.49772690685,37606.82538501946,0
1120,Earth,103838179842.79683,107655054856.86478,0
1130,Sun,139726.71016796492,38599.98933236611,0
1130,Earth,103063424895.49869,108396357380.09444,0
1140,Sun,142068.83301241059,39609.88697098738,0
1140,Earth,102283370920.68248,109132086676.27367,0
1150,Sun,144426.74598727532,40636.63203722632,0
1150,Earth,101498057975.77188,109862204865.02966,0
1160,Sun,146800.3280064511,41680.33740440109,0
1160,Earth,100707526389.01021,110586674353.42372,0
1170,Sun,149189.4571768624,42741.115076990085,0
1170,Earth,99911816757.40471,111305457837.88797,0
1180,Sun,151594.01080468026,43819.076184860794,0
1180,Earth,99110969944.65695,112018518306.14735,0
1190,Sun,154013.8654015773,44914.330977542835,0
1190,Earth,98305027079.07956,112725819039.12718,0
1200,Sun,156448.8966910241,46026.98881854539,0
1200,Earth,97494029551.4992,113427323612.8455,0
1210,Sun,158898.97961462595,47157.15817971949,0
1210,Earth,96678019013.14622,114122995900.29105,0
1220,Sun,161363.98833849994,48304.94663566526,0
1220,Earth,95857037373.53046,114812800073.28566,0
1230,Sun,163843.79625969238,49470.46085818448,0
1230,Earth,95031126798.30408,115496700604.3321,0
1240,Sun,166338.27601263582,50653.80661077869,0
1240,Earth,94200329707.1111,116174662268.44632,0
1250,Sun,168847.29947564518,51855.088743193424,0
1250,Earth,93364688771.42363,116846650144.97462,0
1260,Sun,171370.7377774536,53074.41118600833,0
1260,Earth,92524246912.36522,117512629619.39546,0
1270,Sun,173908.46130378646,54311.87694527391,0
1270,Earth,91679047298.52129,118172566385.10558,0
1280,Sun,176460.33970397434,55567.58809719497,0
1280,Earth,90829133343.73666,118826426445.19081,0
1290,Sun,179026.24189760353,56841.6457828611,0
1290,Earth,89974548704.90071,119474176114.1811,0
1300,Sun,181606.0360812047,58134.15020302437,0
1300,Earth,89115337279.71942,120115782019.78981,0
1310,Sun,184199.5897349792,59445.200612924695,0
1310,Earth,88251543204.47534,120751211104.63713,0
1320,Sun,186806.76962956207,60774.89531716288,0
1320,Earth,87383210851.7752,121380430627.95767,0
1330,Sun,189427.44183282187,62123.33166462194,0
1330,Earth,86510384828.28496,122003408167.29185,0
1340,Sun,192061.4717166973,63490.60604343661,0
1340,Earth,85633109972.45303,122620111620.1615,0
1350,Sun,194708.72396406948,64876.81387601162,0
1350,Earth,84751431352.22142,123230509205.72887,0
1360,Sun,197369.0625756704,66282.04961408878,0
1360,Earth,83865394262.72475,123834569466.43962,0
1370,Sun,200042.3508770264,67706.40673386316,0
1370,Earth,82975044223.97772,124432261269.64938,0
1380,Sun,202728.4515254371,69149.97773114877,0
1380,Earth,82080426978.5509,125023553809.23392,0
1390,Sun,205427.22651698877,70612.85411659392,0
1390,Earth,81181588489.23473,125608416607.1826,0
1400,Sun,208138.53719360213,72095.12641094628,0
1400,Earth,80278574936.6922,126186819515.17542,0
1410,Sun,210862.24425011425,73596.88414036835,0
1410,Earth,79371432717.10036,126758732716.14319,0
1420,Sun,213598.2077413942,75118.2158318031,0
1420,Earth,78460208439.78021,127324126725.81104,0
1430,Sun,216346.28708949167,76659.20900839039,0
1430,Earth,77544948924.81607,127882972394.22491,0
1440,Sun,219106.34109081898,78219.95018493425,0
1440,Earth,76625701200.66331,128435240907.26144,0
1450,Sun,221878.22792336557,79800.5248634213,0
1450,Earth,75702512501.74586,128980903788.12033,0
1460,Sun,224661.8051539442,81401.01752859041,0
1460,Earth,74775430266.04243,129519932898.79994,0
1470,Sun,227456.92974546988,83021.5116435541,0
1470,Earth,73844502132.66257,130052300441.55565,0
1480,Sun,230263.45806426986,84662.08964547167,0
1480,Earth,72909775939.41187,130577978960.34097,0
1490,Sun,233081.24588742474,86322.83294127445,0
1490,Earth,71971299720.34709,131096941342.23117,0
1500,Sun,235910.1484101404,88003.82190344325,0
1500,Earth,71029121703.32072,131609160818.82967,0
1510,Sun,238750.02025315055,89705.1358658384,0
1510,Earth,70083290307.51576,132114610967.65688,0
1520,Sun,241600.715470149,91426.85311958236,0
1520,Earth,69133854140.97023,132613265713.52147,0
1530,Sun,244462.0875552518,93169.05090899556,0
1530,Earth,68180861998.091896,133105099329.87398,0
1540,Sun,247333.9894504887,94931.80542758506,0
1540,Earth,67224362857.16321,133590086440.14282,0
1550,Sun,250216.27355332347,96715.19181408676,0
1550,Earth,66264405877.83664,134068202019.05243,0
1560,Sun,253108.79172420257,98519.28414856133,0
1560,Earth,65301040398.62054,134539421393.92352,0
1570,Sun,256011.39529413258,100344.15544854355,0
1570,Earth,64334315934.3555,135003720245.95558,0
1580,Sun,258923.93507228457,102189.87766524596,0
1580,Earth,63364282173.68165,135461074611.49123,0
1590,Sun,261846.26135362664,104056.52167981677,0
1590,Earth,62390988976.49656,135911460883.26257,0
1600,Sun,264778.223926583,105944.15729965175,0
1600,Earth,61414486371.40442,136354855811.61957,0
1610,Sun,267719.67208072,107852.85325476121,0
1610,Earth,60434824553.156166,136791236505.74,0
1620,Sun,270670.4546144582,109782.67719419152,0
1620,Earth,59452053880.08094,137220580434.82124,0
1630,Sun,273630.41984281025,111733.69568250155,0
1630,Earth,58466224871.50888,137642865429.25378,0
1640,Sun,276599.4156051447,113705.97419629447,0
1640,Earth,57477388205.18551,138058069681.77652,0
1650,Sun,279577.2892729741,115699.57712080481,0
1650,Earth,56485594714.67768,138466171748.61322,0
1660,Sun,282563.88775776874,117714.56774654107,0
1660,Earth,55490895386.77137,138867150550.59085,0
1670,Sun,285559.0575187939,119751.00826598416,0
1670,Earth,54493341358.861305,139260985374.2392,0
1680,Sun,288562.64457097126,121808.95977034153,0
1680,Earth,53492983916.3327,139647655872.8716,0
1690,Sun,291574.49449276435,123888.48224635766,0
1690,Earth,52489874489.93512,140027142067.6479,0
1700,Sun,294594.4524340859,125989.63457318053,0
1700,Earth,51484064653.14868,140399424348.61728,0
1710,Sun,297622.3631242294,128112.4745192848,0
1710,Earth,50475606119.54262,140764483475.74362,0
1720,Sun,300658.07087982184,130257.05873945131,0
1720,Earth,49464550740.12647,141122300579.9112,0
1730,Sun,303701.41961279855,132423.44277180356,0
1730,Earth,48450950500.69403,141472857163.91177,0
1740,Sun,306752.2528384001,134611.68103490092,0
1740,Earth,47434857519.15998,141816135103.4127,0
1750,Sun,309810.4136831899,136821.82682488908,0
1750,Earth,46416324042.8896,142152116647.90585,0
1760,Sun,312875.7448930923,139053.9323127078,0
1760,Earth,45395402446.021576,142480784421.63806,0
1770,Sun,315948.08884145156,141308.04854135573,0
1770,Earth,44372145226.78404,142802121424.52142,0
1780,Sun,319027.28753711033,143584.22542321312,0
1780,Earth,43346605004.803955,143116111033.0254,0
1790,Sun,322113.1826325073,145882.51173742203,0
1790,Earth,42318834518.41003,143422737001.04922,0
1800,Sun,325205.6154317948,148202.95512732456,0
1800,Earth,41288886621.92933,143721983460.77524,0
1810,Sun,328304.4268989742,150545.60209795856,0
1810,Earth,40256814282.97756,144013834923.5028,0
1820,Sun,331409.45766605024,152910.4980136123,0
1820,Earth,39222670579.74344,144298276280.46274,0
1830,Sun,334520.54804120254,155297.68709543656,0
1830,Earth,38186508698.26692,144575292803.6127,0
1840,Sun,337637.5380169748,157707.21241911565,0
1840,Earth,37148381929.71182,144844870146.41284,0
1850,Sun,340760.2672784815,160139.11591259667,0
1850,Earth,36108343667.63263,145106994344.58206,0
1860,Sun,343888.57521163067,162593.4383538776,0
1860,Earth,35066447405.23587,145361651816.83466,0
1870,Sun,347022.3009113622,165070.219368854,0
1870,Earth,34022746732.63607,145608829365.59753,0
1880,Sun,350161.28318990365,167569.49742922484,0
1880,Earth,32977295334.10645,145848514177.70776,0
1890,Sun,353305.3605850397,170091.30985045686,0
1890,Earth,31930146985.324528,146080693825.09048,0
1900,Sun,356454.37136839755,172635.6927898087,0
1900,Earth,30881355550.612762,146305356265.41687,0
1910,Sun,359608.15355374606,175202.68124441383,0
1910,Earth,29830974980.17436,146522489842.74283,0
1920,Sun,362766.54490530986,177792.30904942282,0
1920,Earth,28779059307.324368,146732083288.12744,0
1930,Sun,365929.38294609595,180404.6088762057,0
1930,Earth,27725662645.71627,146934125720.23212,0
1940,Sun,369096.504966235,183039.61223061263,0
1940,Earth,26670839186.564137,147128606645.89938,0
1950,Sun,372267.748031334,185697.34945129562,0
1950,Earth,25614643195.860546,147315515960.71213,0
1960,Sun,375442.9489908422,188377.84970808902,0
1960,Earth,24557129011.590347,147494843949.53293,0
1970,Sun,378621.9444864285,191081.14100045047,0
1970,Earth,23498351040.940456,147666581287.0234,0
1980,Sun,381804.570960371,193807.25015596134,0
1980,Earth,22438363757.505833,147830719038.14346,0
1990,Sun,384990.66466395685,196556.20282888765,0
1990,Earth,21377221698.49173,147987248658.63065,0
2000,Sun,388180.06166589336,199328.0234988007,0
2000,Earth,20314979461.912395,148136161995.45963,0
2010,Sun,391372.59786072915,202122.73546925827,0
2010,Earth,19251691703.786415,148277451287.28146,0
2020,Sun,394568.1089772849,204940.36086654587,0
2020,Earth,18187413135.328697,148411109164.84256,0
2030,Sun,397766.430587094,207780.92063847827,0
2030,Earth,17122198520.1394,148537128651.38416,0
2040,Sun,400967.3981128517,210644.4345532619,0
2040,Earth,16056102671.389874,148655503163.02103,0
2050,Sun,404170.8468368728,213530.9211984173,0
2050,Earth,14989180449.005728,148766226509.10037,0
2060,Sun,407376.6119095577,216440.39797976232,0
2060,Earth,13921486756.847254,148869292892.54053,0
2070,Sun,410584.52835786593,219372.88112045618,0
2070,Earth,12853076539.887266,148964696910.1493,0
2080,Sun,413794.4310937968,222328.3856601037,0
2080,Earth,11784004781.386541,149052433552.9224,0
2090,Sun,417006.1549228768,225306.9254539209,0
2090,Earth,10714326500.067024,149132498206.32117,0
2100,Sun,420219.5345526541,228308.51317196092,0
2100,Earth,9644096747.282883,149204886650.53058,0
2110,Sun,423434.40460119746,231333.1602984013,0
2110,Earth,8573370604.189627,149269595060.6964,0
2120,Sun,426650.5996056024,234380.8771308915,0
2120,Earth,7502203178.911382,149326620007.14264,0
2130,Sun,429867.95403050113,237451.67277996213,0
2130,Earth,6430649603.706479,149375958455.56842,0
2140,Sun,433086.30227657745,240545.55516849473,0
2140,Earth,5358765032.131533,149417607767.22424,0
2150,Sun,436305.47868908546,243662.5310312526,0
2150,Earth,4286604636.2041144,149451565699.06863,0
2160,Sun,439525.31756637344,246802.60591447316,0
2160,Earth,3214223603.56418,149477830403.90363,0
2170,Sun,442745.65316840884,249965.7841755206,0
2170,Earth,2141677134.634412,149496400430.49048,0
2180,Sun,445966.3197253082,253152.06898260058,0
2180,Earth,1069020439.779608,149507274723.64487,0
2190,Sun,449187.151445868,256361.46231453557,0
2190,Earth,-3691263.534748018,149510452624.31155,0
2200,Sun,452407.9825260981,259593.96496060138,0
2200,Earth,-1076402753.5845592,149505933869.6188,0
2210,Sun,455628.64715775655,262849.57652042527,0
2210,Earth,-2149058807.2297096,149493718592.9125,0
2220,Sun,458848.9795368864,266128.29540394497,0
2220,Earth,-3221604202.7570224,149473807323.76968,0
2230,Sun,462068.81387235114,269430.1188314292,0
2230,Earth,-4293983722.7234416,149446200987.99173,0
2240,Sun,465287.98439437273,272755.04283355887,0
2240,Earth,-5366142156.799282,149410900907.57715,0
2250,Sun,468506.3253630676,276103.06225157063,0
2250,Earth,-6438024304.611412,149367908800.67407,0
2260,Sun,471723.67107698286,279474.1707374606,0
2260,Earth,-7509574978.586215,149317226781.5121,0
2270,Sun,474939.8558816314,282868.36075425,0
2270,Earth,-8580739006.792187,149258857360.3141,0
2280,Sun,478154.7141780252,286285.6235763122,0
2280,Earth,-9651461235.782015,149192803443.18726,0
2290,Sun,481368.0804312065,289725.94928975997,0
2290,Earth,-10721686533.434008,149119068331.99374,0
2300,Sun,484579.78917877725,293189.3267928958,0
2300,Earth,-11791359791.792706,149037655724.20114,0
2310,Sun,487789.67503942474,296675.7437967217,0
2310,Earth,-12860425929.908567,148948569712.71252,0
2320,Sun,490997.5727214449,300185.18682551134,0
2320,Earth,-13928829896.676514,148851814785.6759,0
2330,Sun,494203.31703126116,303717.64121744304,0
2330,Earth,-14996516673.673262,148747395826.27332,0
2340,Sun,497406.7428819394,307273.0911252939,0
2340,Earth,-16063431277.993254,148635318112.4897,0
2350,Sun,500607.6853016982,310851.51951719564,0
2350,Earth,-17129518765.083036,148515587316.86133,0
2360,Sun,503805.9794424141,314452.9081774505,0
2360,Earth,-18194724231.573982,148388209506.2038,0
2370,Sun,507001.4605881214,318077.2377074094,0
2370,Earth,-19258992818.113144,148253191141.31964,0
2380,Sun,510193.96416350594,321724.48752641084,0
2380,Earth,-20322269712.192154,148110539076.68576,0
2390,Sun,513383.3257423923,325394.6358727802,0
2390,Earth,-21384500150.97399,147960260560.12027,0
2400,Sun,516569.3810562248,329087.65980489156,0
2400,Earth,-22445629424.117466,147802363232.42944,0
2410,Sun,519751.9660025403,332803.53520228865,0
2410,Earth,-23505602876.599308,147636855127.03378,0
2420,Sun,522930.9166534342,336542.2367668683,0
2420,Earth,-24564365911.533657,147463744669.5741,0
2430,Sun,526106.0692640179,340303.7380241236,0
2430,Earth,-25621863992.988884,147283040677.49756,0
2440,Sun,529277.2602808668,344088.0113244489,0
2440,Earth,-26678042648.8015,147094752359.62292,0
2450,Sun,532444.3263504622,347895.0278445048,0
2450,Earth,-27732847473.387123,146898889315.68607,0
2460,Sun,535607.1043276197,351724.75758864405,0
2460,Earth,-28786224130.548244,146695461535.8647,0
2470,Sun,538765.4312839104,355577.16939039866,0
2470,Earth,-29838118356.278713,146484479400.28366,0
2480,Sun,541919.1445160714,359452.23091402673,0
2480,Earth,-30888475961.564785,146265953678.4993,0
2490,Sun,545068.0815544052,363349.9086561203,0
2490,Earth,-31937242835.1826,146039895528.96408,0
2500,Sun,548212.0801711668,367270.1679472739,0
2500,Earth,-32984364946.49189,145806316498.471,0
2510,Sun,551350.9783889421,371212.97295381286,0
2510,Earth,-34029788348.225834,145565228521.5779,0
2520,Sun,554484.6144890107,375178.2866795822,0
2520,Earth,-35073459179.27687,145316643920.0114,0
2530,Sun,557612.8270196992,379166.070967796,0
2530,Earth,-36115323667.478355,145060575402.05142,0
2540,Sun,560735.4548047188,383176.2865029466,0
2540,Earth,-37155328132.381905,144797036061.895,0
2550,Sun,563852.336951492,387208.89281277347,0
2550,Earth,-38193418988.030266,144526039379.00055,0
2560,Sun,566963.312859464,391263.84827029327,0
2560,Earth,-39229542745.72559,144247599217.41193,0
2570,Sun,570068.2222284005,395341.11009588855,0
2570,Earth,-40263646016.792984,143961729825.06277,0
2580,Sun,573166.9050666697,399440.6343594567,0
2580,Earth,-41295675515.33912,143668445833.06058,0
2590,Sun,576259.2016995111,403562.37598261854,0
2590,Earth,-42325578061.00584,143367762254.95126,0
2600,Sun,579344.9527772872,407706.28874098655,0
2600,Earth,-43353300581.71857,143059694485.96365,0
2610,Sun,582423.9992837193,411872.32526649244,0
2610,Earth,-44378790116.42942,142744258302.23438,0
2620,Sun,585496.1825441077,416060.4370497743,0
2620,Earth,-45401993817.85481,142421469860.01273,0
2630,Sun,588561.3442335344,420270.5744426224,0
2630,Earth,-46422858955.20746,142091345694.84616,0
2640,Sun,591619.3263850494,424502.68666048505,0
2640,Earth,-47441332916.92267,141753902720.74554,0
2650,Sun,594669.9713978373,428756.7217850325,0
2650,Earth,-48457363213.3787,141409158229.33145,0
2660,Sun,597713.1220453685,433032.62676678045,0
2660,Earth,-49470897479.61104,141057129888.96033,0
2670,Sun,600748.6214835293,437330.347427772,0
2670,Earth,-50481883478.02061,140697835743.83102,0
2680,Sun,603776.313258735,441649.8284643181,0
2680,Earth,-51490269101.07552,140331294213.07245,0
2690,Sun,606796.041316022,445991.0134497971,0
2690,Earth,-52496002374.00653,139957524089.81097,0
2700,Sun,609807.6500071214,450353.84483751154,0
2700,Earth,-53499031457.49561,139576544540.2189,0
2710,Sun,612810.9840985116,454738.2639636047,0
2710,Earth,-54499304650.35816,139188375102.54318,0
2720,Sun,615805.88877945,459144.21105003386,0
2720,Earth,-55496770392.217926,138793035686.11523,0
2730,Sun,618792.2096699845,463571.6252076022,0
2730,Earth,-56491377266.17522,138390546570.34097,0
2740,Sun,621769.7928289422,468020.44443904853,0
2740,Earth,-57483074001.46773,137980928403.67206,0
2750,Sun,624738.4847618976,472490.6056421941,0
2750,Earth,-58471809476.124214,137564202202.55743,0
2760,Sun,627698.1324291178,476982.0446131478,0
2760,Earth,-59457532719.61059,137140389350.3761,0
2770,Sun,630648.5832534836,481494.69604956795,0
2770,Earth,-60440192915.46854,136709511596.35072,0
2780,Sun,633589.6851283902,486028.4935539814,0
2780,Earth,-61419739403.9463,136271591054.44208,0
2790,Sun,636521.2864256217,490583.3696371601,0
2790,Earth,-62396121684.62171,135826650202.22467,0
2800,Sun,639443.236003203,495159.255721554,0
2800,Earth,-63369289419.017105,135374711879.7432,0
2810,Sun,642355.3832132269,499756.0821447807,0
2810,Earth,-64339192433.206215,134915799288.35031,0
2820,Sun,645257.577909656,504373.77816317236,0
